signal_idx,source_file,col,start,orig_len
114,resto_columnas.csv,lag1_min_d_q1q4_2,0,1024
114,resto_columnas.csv,lag1_min_d_q1q4_2,512,1024
114,resto_columnas.csv,lag1_min_d_q1q4_2,1024,1024
114,resto_columnas.csv,lag1_min_d_q1q4_2,1455,1024
115,resto_columnas.csv,lag1_min_d_q1q4_3,0,1024
115,resto_columnas.csv,lag1_min_d_q1q4_3,512,1024
115,resto_columnas.csv,lag1_min_d_q1q4_3,1024,1024
115,resto_columnas.csv,lag1_min_d_q1q4_3,1455,1024
116,resto_columnas.csv,lag1_min_d_q2q3_0,0,1024
116,resto_columnas.csv,lag1_min_d_q2q3_0,512,1024
116,resto_columnas.csv,lag1_min_d_q2q3_0,1024,1024
116,resto_columnas.csv,lag1_min_d_q2q3_0,1455,1024
117,resto_columnas.csv,lag1_min_d_q2q3_1,0,1024
117,resto_columnas.csv,lag1_min_d_q2q3_1,512,1024
117,resto_columnas.csv,lag1_min_d_q2q3_1,1024,1024
117,resto_columnas.csv,lag1_min_d_q2q3_1,1455,1024
118,resto_columnas.csv,lag1_min_d_q2q3_2,0,1024
118,resto_columnas.csv,lag1_min_d_q2q3_2,512,1024
118,resto_columnas.csv,lag1_min_d_q2q3_2,1024,1024
118,resto_columnas.csv,lag1_min_d_q2q3_2,1455,1024
119,resto_columnas.csv,lag1_min_d_q2q3_3,0,1024
119,resto_columnas.csv,lag1_min_d_q2q3_3,512,1024
119,resto_columnas.csv,lag1_min_d_q2q3_3,1024,1024
119,resto_columnas.csv,lag1_min_d_q2q3_3,1455,1024
120,resto_columnas.csv,lag1_min_d_q2q4_0,0,1024
120,resto_columnas.csv,lag1_min_d_q2q4_0,512,1024
120,resto_columnas.csv,lag1_min_d_q2q4_0,1024,1024
120,resto_columnas.csv,lag1_min_d_q2q4_0,1455,1024
121,resto_columnas.csv,lag1_min_d_q2q4_1,0,1024
121,resto_columnas.csv,lag1_min_d_q2q4_1,512,1024
121,resto_columnas.csv,lag1_min_d_q2q4_1,1024,1024
121,resto_columnas.csv,lag1_min_d_q2q4_1,1455,1024
122,resto_columnas.csv,lag1_min_d_q2q4_2,0,1024
122,resto_columnas.csv,lag1_min_d_q2q4_2,512,1024
122,resto_columnas.csv,lag1_min_d_q2q4_2,1024,1024
122,resto_columnas.csv,lag1_min_d_q2q4_2,1455,1024
123,resto_columnas.csv,lag1_min_d_q2q4_3,0,1024
123,resto_columnas.csv,lag1_min_d_q2q4_3,512,1024
123,resto_columnas.csv,lag1_min_d_q2q4_3,1024,1024
123,resto_columnas.csv,lag1_min_d_q2q4_3,1455,1024
124,resto_columnas.csv,lag1_covM_0_0,0,1024
124,resto_columnas.csv,lag1_covM_0_0,512,1024
124,resto_columnas.csv,lag1_covM_0_0,1024,1024
124,resto_columnas.csv,lag1_covM_0_0,1455,1024
125,resto_columnas.csv,lag1_covM_0_1,0,1024
125,resto_columnas.csv,lag1_covM_0_1,512,1024
125,resto_columnas.csv,lag1_covM_0_1,1024,1024
125,resto_columnas.csv,lag1_covM_0_1,1455,1024
126,resto_columnas.csv,lag1_covM_0_2,0,1024
126,resto_columnas.csv,lag1_covM_0_2,512,1024
126,resto_columnas.csv,lag1_covM_0_2,1024,1024
126,resto_columnas.csv,lag1_covM_0_2,1455,1024
127,resto_columnas.csv,lag1_covM_0_3,0,1024
127,resto_columnas.csv,lag1_covM_0_3,512,1024
127,resto_columnas.csv,lag1_covM_0_3,1024,1024
127,resto_columnas.csv,lag1_covM_0_3,1455,1024
128,resto_columnas.csv,lag1_covM_1_1,0,1024
128,resto_columnas.csv,lag1_covM_1_1,512,1024
128,resto_columnas.csv,lag1_covM_1_1,1024,1024
128,resto_columnas.csv,lag1_covM_1_1,1455,1024
129,resto_columnas.csv,lag1_covM_1_2,0,1024
129,resto_columnas.csv,lag1_covM_1_2,512,1024
129,resto_columnas.csv,lag1_covM_1_2,1024,1024
129,resto_columnas.csv,lag1_covM_1_2,1455,1024
130,resto_columnas.csv,lag1_covM_1_3,0,1024
130,resto_columnas.csv,lag1_covM_1_3,512,1024
130,resto_columnas.csv,lag1_covM_1_3,1024,1024
130,resto_columnas.csv,lag1_covM_1_3,1455,1024
131,resto_columnas.csv,lag1_covM_2_2,0,1024
131,resto_columnas.csv,lag1_covM_2_2,512,1024
131,resto_columnas.csv,lag1_covM_2_2,1024,1024
131,resto_columnas.csv,lag1_covM_2_2,1455,1024
132,resto_columnas.csv,lag1_covM_2_3,0,1024
132,resto_columnas.csv,lag1_covM_2_3,512,1024
132,resto_columnas.csv,lag1_covM_2_3,1024,1024
132,resto_columnas.csv,lag1_covM_2_3,1455,1024
133,resto_columnas.csv,lag1_covM_3_3,0,1024
133,resto_columnas.csv,lag1_covM_3_3,512,1024
133,resto_columnas.csv,lag1_covM_3_3,1024,1024
133,resto_columnas.csv,lag1_covM_3_3,1455,1024
134,resto_columnas.csv,lag1_eigenval_0,0,1024
134,resto_columnas.csv,lag1_eigenval_0,512,1024
134,resto_columnas.csv,lag1_eigenval_0,1024,1024
134,resto_columnas.csv,lag1_eigenval_0,1455,1024
135,resto_columnas.csv,lag1_eigenval_1,0,1024
135,resto_columnas.csv,lag1_eigenval_1,512,1024
135,resto_columnas.csv,lag1_eigenval_1,1024,1024
135,resto_columnas.csv,lag1_eigenval_1,1455,1024
136,resto_columnas.csv,lag1_eigenval_2,0,1024
136,resto_columnas.csv,lag1_eigenval_2,512,1024
136,resto_columnas.csv,lag1_eigenval_2,1024,1024
136,resto_columnas.csv,lag1_eigenval_2,1455,1024
137,resto_columnas.csv,lag1_eigenval_3,0,1024
137,resto_columnas.csv,lag1_eigenval_3,512,1024
137,resto_columnas.csv,lag1_eigenval_3,1024,1024
137,resto_columnas.csv,lag1_eigenval_3,1455,1024
138,resto_columnas.csv,lag1_logcovM_0_0,0,1024
138,resto_columnas.csv,lag1_logcovM_0_0,512,1024
138,resto_columnas.csv,lag1_logcovM_0_0,1024,1024
138,resto_columnas.csv,lag1_logcovM_0_0,1455,1024
139,resto_columnas.csv,lag1_logcovM_0_1,0,1024
139,resto_columnas.csv,lag1_logcovM_0_1,512,1024
139,resto_columnas.csv,lag1_logcovM_0_1,1024,1024
139,resto_columnas.csv,lag1_logcovM_0_1,1455,1024
140,resto_columnas.csv,lag1_logcovM_0_2,0,1024
140,resto_columnas.csv,lag1_logcovM_0_2,512,1024
140,resto_columnas.csv,lag1_logcovM_0_2,1024,1024
140,resto_columnas.csv,lag1_logcovM_0_2,1455,1024
141,resto_columnas.csv,lag1_logcovM_0_3,0,1024
141,resto_columnas.csv,lag1_logcovM_0_3,512,1024
141,resto_columnas.csv,lag1_logcovM_0_3,1024,1024
141,resto_columnas.csv,lag1_logcovM_0_3,1455,1024
142,resto_columnas.csv,lag1_logcovM_1_1,0,1024
142,resto_columnas.csv,lag1_logcovM_1_1,512,1024
142,resto_columnas.csv,lag1_logcovM_1_1,1024,1024
142,resto_columnas.csv,lag1_logcovM_1_1,1455,1024
143,resto_columnas.csv,lag1_logcovM_1_2,0,1024
143,resto_columnas.csv,lag1_logcovM_1_2,512,1024
143,resto_columnas.csv,lag1_logcovM_1_2,1024,1024
143,resto_columnas.csv,lag1_logcovM_1_2,1455,1024
144,resto_columnas.csv,lag1_logcovM_1_3,0,1024
144,resto_columnas.csv,lag1_logcovM_1_3,512,1024
144,resto_columnas.csv,lag1_logcovM_1_3,1024,1024
144,resto_columnas.csv,lag1_logcovM_1_3,1455,1024
145,resto_columnas.csv,lag1_logcovM_2_2,0,1024
145,resto_columnas.csv,lag1_logcovM_2_2,512,1024
145,resto_columnas.csv,lag1_logcovM_2_2,1024,1024
145,resto_columnas.csv,lag1_logcovM_2_2,1455,1024
146,resto_columnas.csv,lag1_logcovM_2_3,0,1024
146,resto_columnas.csv,lag1_logcovM_2_3,512,1024
146,resto_columnas.csv,lag1_logcovM_2_3,1024,1024
146,resto_columnas.csv,lag1_logcovM_2_3,1455,1024
147,resto_columnas.csv,lag1_logcovM_3_3,0,1024
147,resto_columnas.csv,lag1_logcovM_3_3,512,1024
147,resto_columnas.csv,lag1_logcovM_3_3,1024,1024
147,resto_columnas.csv,lag1_logcovM_3_3,1455,1024
148,resto_columnas.csv,lag1_topFreq_1_0,0,1024
148,resto_columnas.csv,lag1_topFreq_1_0,512,1024
148,resto_columnas.csv,lag1_topFreq_1_0,1024,1024
148,resto_columnas.csv,lag1_topFreq_1_0,1455,1024
149,resto_columnas.csv,lag1_topFreq_2_0,0,1024
149,resto_columnas.csv,lag1_topFreq_2_0,512,1024
149,resto_columnas.csv,lag1_topFreq_2_0,1024,1024
149,resto_columnas.csv,lag1_topFreq_2_0,1455,1024
150,resto_columnas.csv,lag1_topFreq_3_0,0,1024
150,resto_columnas.csv,lag1_topFreq_3_0,512,1024
150,resto_columnas.csv,lag1_topFreq_3_0,1024,1024
150,resto_columnas.csv,lag1_topFreq_3_0,1455,1024
151,resto_columnas.csv,lag1_topFreq_4_0,0,1024
151,resto_columnas.csv,lag1_topFreq_4_0,512,1024
151,resto_columnas.csv,lag1_topFreq_4_0,1024,1024
151,resto_columnas.csv,lag1_topFreq_4_0,1455,1024
152,resto_columnas.csv,lag1_topFreq_5_0,0,1024
152,resto_columnas.csv,lag1_topFreq_5_0,512,1024
152,resto_columnas.csv,lag1_topFreq_5_0,1024,1024
152,resto_columnas.csv,lag1_topFreq_5_0,1455,1024
153,resto_columnas.csv,lag1_topFreq_6_0,0,1024
153,resto_columnas.csv,lag1_topFreq_6_0,512,1024
153,resto_columnas.csv,lag1_topFreq_6_0,1024,1024
153,resto_columnas.csv,lag1_topFreq_6_0,1455,1024
154,resto_columnas.csv,lag1_topFreq_7_0,0,1024
154,resto_columnas.csv,lag1_topFreq_7_0,512,1024
154,resto_columnas.csv,lag1_topFreq_7_0,1024,1024
154,resto_columnas.csv,lag1_topFreq_7_0,1455,1024
155,resto_columnas.csv,lag1_topFreq_8_0,0,1024
155,resto_columnas.csv,lag1_topFreq_8_0,512,1024
155,resto_columnas.csv,lag1_topFreq_8_0,1024,1024
155,resto_columnas.csv,lag1_topFreq_8_0,1455,1024
156,resto_columnas.csv,lag1_topFreq_9_0,0,1024
156,resto_columnas.csv,lag1_topFreq_9_0,512,1024
156,resto_columnas.csv,lag1_topFreq_9_0,1024,1024
156,resto_columnas.csv,lag1_topFreq_9_0,1455,1024
157,resto_columnas.csv,lag1_topFreq_10_0,0,1024
157,resto_columnas.csv,lag1_topFreq_10_0,512,1024
157,resto_columnas.csv,lag1_topFreq_10_0,1024,1024
157,resto_columnas.csv,lag1_topFreq_10_0,1455,1024
158,resto_columnas.csv,lag1_topFreq_1_1,0,1024
158,resto_columnas.csv,lag1_topFreq_1_1,512,1024
158,resto_columnas.csv,lag1_topFreq_1_1,1024,1024
158,resto_columnas.csv,lag1_topFreq_1_1,1455,1024
159,resto_columnas.csv,lag1_topFreq_2_1,0,1024
159,resto_columnas.csv,lag1_topFreq_2_1,512,1024
159,resto_columnas.csv,lag1_topFreq_2_1,1024,1024
159,resto_columnas.csv,lag1_topFreq_2_1,1455,1024
160,resto_columnas.csv,lag1_topFreq_3_1,0,1024
160,resto_columnas.csv,lag1_topFreq_3_1,512,1024
160,resto_columnas.csv,lag1_topFreq_3_1,1024,1024
160,resto_columnas.csv,lag1_topFreq_3_1,1455,1024
161,resto_columnas.csv,lag1_topFreq_4_1,0,1024
161,resto_columnas.csv,lag1_topFreq_4_1,512,1024
161,resto_columnas.csv,lag1_topFreq_4_1,1024,1024
161,resto_columnas.csv,lag1_topFreq_4_1,1455,1024
162,resto_columnas.csv,lag1_topFreq_5_1,0,1024
162,resto_columnas.csv,lag1_topFreq_5_1,512,1024
162,resto_columnas.csv,lag1_topFreq_5_1,1024,1024
162,resto_columnas.csv,lag1_topFreq_5_1,1455,1024
163,resto_columnas.csv,lag1_topFreq_6_1,0,1024
163,resto_columnas.csv,lag1_topFreq_6_1,512,1024
163,resto_columnas.csv,lag1_topFreq_6_1,1024,1024
163,resto_columnas.csv,lag1_topFreq_6_1,1455,1024
164,resto_columnas.csv,lag1_topFreq_7_1,0,1024
164,resto_columnas.csv,lag1_topFreq_7_1,512,1024
164,resto_columnas.csv,lag1_topFreq_7_1,1024,1024
164,resto_columnas.csv,lag1_topFreq_7_1,1455,1024
165,resto_columnas.csv,lag1_topFreq_8_1,0,1024
165,resto_columnas.csv,lag1_topFreq_8_1,512,1024
165,resto_columnas.csv,lag1_topFreq_8_1,1024,1024
165,resto_columnas.csv,lag1_topFreq_8_1,1455,1024
166,resto_columnas.csv,lag1_topFreq_9_1,0,1024
166,resto_columnas.csv,lag1_topFreq_9_1,512,1024
166,resto_columnas.csv,lag1_topFreq_9_1,1024,1024
166,resto_columnas.csv,lag1_topFreq_9_1,1455,1024
167,resto_columnas.csv,lag1_topFreq_10_1,0,1024
167,resto_columnas.csv,lag1_topFreq_10_1,512,1024
167,resto_columnas.csv,lag1_topFreq_10_1,1024,1024
167,resto_columnas.csv,lag1_topFreq_10_1,1455,1024
168,resto_columnas.csv,lag1_topFreq_1_2,0,1024
168,resto_columnas.csv,lag1_topFreq_1_2,512,1024
168,resto_columnas.csv,lag1_topFreq_1_2,1024,1024
168,resto_columnas.csv,lag1_topFreq_1_2,1455,1024
169,resto_columnas.csv,lag1_topFreq_2_2,0,1024
169,resto_columnas.csv,lag1_topFreq_2_2,512,1024
169,resto_columnas.csv,lag1_topFreq_2_2,1024,1024
169,resto_columnas.csv,lag1_topFreq_2_2,1455,1024
170,resto_columnas.csv,lag1_topFreq_3_2,0,1024
170,resto_columnas.csv,lag1_topFreq_3_2,512,1024
170,resto_columnas.csv,lag1_topFreq_3_2,1024,1024
170,resto_columnas.csv,lag1_topFreq_3_2,1455,1024
171,resto_columnas.csv,lag1_topFreq_4_2,0,1024
171,resto_columnas.csv,lag1_topFreq_4_2,512,1024
171,resto_columnas.csv,lag1_topFreq_4_2,1024,1024
171,resto_columnas.csv,lag1_topFreq_4_2,1455,1024
172,resto_columnas.csv,lag1_topFreq_5_2,0,1024
172,resto_columnas.csv,lag1_topFreq_5_2,512,1024
172,resto_columnas.csv,lag1_topFreq_5_2,1024,1024
172,resto_columnas.csv,lag1_topFreq_5_2,1455,1024
173,resto_columnas.csv,lag1_topFreq_6_2,0,1024
173,resto_columnas.csv,lag1_topFreq_6_2,512,1024
173,resto_columnas.csv,lag1_topFreq_6_2,1024,1024
173,resto_columnas.csv,lag1_topFreq_6_2,1455,1024
174,resto_columnas.csv,lag1_topFreq_7_2,0,1024
174,resto_columnas.csv,lag1_topFreq_7_2,512,1024
174,resto_columnas.csv,lag1_topFreq_7_2,1024,1024
174,resto_columnas.csv,lag1_topFreq_7_2,1455,1024
175,resto_columnas.csv,lag1_topFreq_8_2,0,1024
175,resto_columnas.csv,lag1_topFreq_8_2,512,1024
175,resto_columnas.csv,lag1_topFreq_8_2,1024,1024
175,resto_columnas.csv,lag1_topFreq_8_2,1455,1024
176,resto_columnas.csv,lag1_topFreq_9_2,0,1024
176,resto_columnas.csv,lag1_topFreq_9_2,512,1024
176,resto_columnas.csv,lag1_topFreq_9_2,1024,1024
176,resto_columnas.csv,lag1_topFreq_9_2,1455,1024
177,resto_columnas.csv,lag1_topFreq_10_2,0,1024
177,resto_columnas.csv,lag1_topFreq_10_2,512,1024
177,resto_columnas.csv,lag1_topFreq_10_2,1024,1024
177,resto_columnas.csv,lag1_topFreq_10_2,1455,1024
178,resto_columnas.csv,lag1_topFreq_1_3,0,1024
178,resto_columnas.csv,lag1_topFreq_1_3,512,1024
178,resto_columnas.csv,lag1_topFreq_1_3,1024,1024
178,resto_columnas.csv,lag1_topFreq_1_3,1455,1024
179,resto_columnas.csv,lag1_topFreq_2_3,0,1024
179,resto_columnas.csv,lag1_topFreq_2_3,512,1024
179,resto_columnas.csv,lag1_topFreq_2_3,1024,1024
179,resto_columnas.csv,lag1_topFreq_2_3,1455,1024
180,resto_columnas.csv,lag1_topFreq_3_3,0,1024
180,resto_columnas.csv,lag1_topFreq_3_3,512,1024
180,resto_columnas.csv,lag1_topFreq_3_3,1024,1024
180,resto_columnas.csv,lag1_topFreq_3_3,1455,1024
181,resto_columnas.csv,lag1_topFreq_4_3,0,1024
181,resto_columnas.csv,lag1_topFreq_4_3,512,1024
181,resto_columnas.csv,lag1_topFreq_4_3,1024,1024
181,resto_columnas.csv,lag1_topFreq_4_3,1455,1024
182,resto_columnas.csv,lag1_topFreq_5_3,0,1024
182,resto_columnas.csv,lag1_topFreq_5_3,512,1024
182,resto_columnas.csv,lag1_topFreq_5_3,1024,1024
182,resto_columnas.csv,lag1_topFreq_5_3,1455,1024
183,resto_columnas.csv,lag1_topFreq_6_3,0,1024
183,resto_columnas.csv,lag1_topFreq_6_3,512,1024
183,resto_columnas.csv,lag1_topFreq_6_3,1024,1024
183,resto_columnas.csv,lag1_topFreq_6_3,1455,1024
184,resto_columnas.csv,lag1_topFreq_7_3,0,1024
184,resto_columnas.csv,lag1_topFreq_7_3,512,1024
184,resto_columnas.csv,lag1_topFreq_7_3,1024,1024
184,resto_columnas.csv,lag1_topFreq_7_3,1455,1024
185,resto_columnas.csv,lag1_topFreq_8_3,0,1024
185,resto_columnas.csv,lag1_topFreq_8_3,512,1024
185,resto_columnas.csv,lag1_topFreq_8_3,1024,1024
185,resto_columnas.csv,lag1_topFreq_8_3,1455,1024
186,resto_columnas.csv,lag1_topFreq_9_3,0,1024
186,resto_columnas.csv,lag1_topFreq_9_3,512,1024
186,resto_columnas.csv,lag1_topFreq_9_3,1024,1024
186,resto_columnas.csv,lag1_topFreq_9_3,1455,1024
187,resto_columnas.csv,lag1_topFreq_10_3,0,1024
187,resto_columnas.csv,lag1_topFreq_10_3,512,1024
187,resto_columnas.csv,lag1_topFreq_10_3,1024,1024
187,resto_columnas.csv,lag1_topFreq_10_3,1455,1024
188,resto_columnas.csv,lag1_freq_010_0,0,1024
188,resto_columnas.csv,lag1_freq_010_0,512,1024
188,resto_columnas.csv,lag1_freq_010_0,1024,1024
188,resto_columnas.csv,lag1_freq_010_0,1455,1024
189,resto_columnas.csv,lag1_freq_020_0,0,1024
189,resto_columnas.csv,lag1_freq_020_0,512,1024
189,resto_columnas.csv,lag1_freq_020_0,1024,1024
189,resto_columnas.csv,lag1_freq_020_0,1455,1024
190,resto_columnas.csv,lag1_freq_030_0,0,1024
190,resto_columnas.csv,lag1_freq_030_0,512,1024
190,resto_columnas.csv,lag1_freq_030_0,1024,1024
190,resto_columnas.csv,lag1_freq_030_0,1455,1024
191,resto_columnas.csv,lag1_freq_041_0,0,1024
191,resto_columnas.csv,lag1_freq_041_0,512,1024
191,resto_columnas.csv,lag1_freq_041_0,1024,1024
191,resto_columnas.csv,lag1_freq_041_0,1455,1024
192,resto_columnas.csv,lag1_freq_051_0,0,1024
192,resto_columnas.csv,lag1_freq_051_0,512,1024
192,resto_columnas.csv,lag1_freq_051_0,1024,1024
192,resto_columnas.csv,lag1_freq_051_0,1455,1024
193,resto_columnas.csv,lag1_freq_061_0,0,1024
193,resto_columnas.csv,lag1_freq_061_0,512,1024
193,resto_columnas.csv,lag1_freq_061_0,1024,1024
193,resto_columnas.csv,lag1_freq_061_0,1455,1024
194,resto_columnas.csv,lag1_freq_071_0,0,1024
194,resto_columnas.csv,lag1_freq_071_0,512,1024
194,resto_columnas.csv,lag1_freq_071_0,1024,1024
194,resto_columnas.csv,lag1_freq_071_0,1455,1024
195,resto_columnas.csv,lag1_freq_081_0,0,1024
195,resto_columnas.csv,lag1_freq_081_0,512,1024
195,resto_columnas.csv,lag1_freq_081_0,1024,1024
195,resto_columnas.csv,lag1_freq_081_0,1455,1024
196,resto_columnas.csv,lag1_freq_091_0,0,1024
196,resto_columnas.csv,lag1_freq_091_0,512,1024
196,resto_columnas.csv,lag1_freq_091_0,1024,1024
196,resto_columnas.csv,lag1_freq_091_0,1455,1024
197,resto_columnas.csv,lag1_freq_101_0,0,1024
197,resto_columnas.csv,lag1_freq_101_0,512,1024
197,resto_columnas.csv,lag1_freq_101_0,1024,1024
197,resto_columnas.csv,lag1_freq_101_0,1455,1024
198,resto_columnas.csv,lag1_freq_111_0,0,1024
198,resto_columnas.csv,lag1_freq_111_0,512,1024
198,resto_columnas.csv,lag1_freq_111_0,1024,1024
198,resto_columnas.csv,lag1_freq_111_0,1455,1024
199,resto_columnas.csv,lag1_freq_122_0,0,1024
199,resto_columnas.csv,lag1_freq_122_0,512,1024
199,resto_columnas.csv,lag1_freq_122_0,1024,1024
199,resto_columnas.csv,lag1_freq_122_0,1455,1024
200,resto_columnas.csv,lag1_freq_132_0,0,1024
200,resto_columnas.csv,lag1_freq_132_0,512,1024
200,resto_columnas.csv,lag1_freq_132_0,1024,1024
200,resto_columnas.csv,lag1_freq_132_0,1455,1024
201,resto_columnas.csv,lag1_freq_142_0,0,1024
201,resto_columnas.csv,lag1_freq_142_0,512,1024
201,resto_columnas.csv,lag1_freq_142_0,1024,1024
201,resto_columnas.csv,lag1_freq_142_0,1455,1024
202,resto_columnas.csv,lag1_freq_152_0,0,1024
202,resto_columnas.csv,lag1_freq_152_0,512,1024
202,resto_columnas.csv,lag1_freq_152_0,1024,1024
202,resto_columnas.csv,lag1_freq_152_0,1455,1024
203,resto_columnas.csv,lag1_freq_162_0,0,1024
203,resto_columnas.csv,lag1_freq_162_0,512,1024
203,resto_columnas.csv,lag1_freq_162_0,1024,1024
203,resto_columnas.csv,lag1_freq_162_0,1455,1024
204,resto_columnas.csv,lag1_freq_172_0,0,1024
204,resto_columnas.csv,lag1_freq_172_0,512,1024
204,resto_columnas.csv,lag1_freq_172_0,1024,1024
204,resto_columnas.csv,lag1_freq_172_0,1455,1024
205,resto_columnas.csv,lag1_freq_182_0,0,1024
205,resto_columnas.csv,lag1_freq_182_0,512,1024
205,resto_columnas.csv,lag1_freq_182_0,1024,1024
205,resto_columnas.csv,lag1_freq_182_0,1455,1024
206,resto_columnas.csv,lag1_freq_193_0,0,1024
206,resto_columnas.csv,lag1_freq_193_0,512,1024
206,resto_columnas.csv,lag1_freq_193_0,1024,1024
206,resto_columnas.csv,lag1_freq_193_0,1455,1024
207,resto_columnas.csv,lag1_freq_203_0,0,1024
207,resto_columnas.csv,lag1_freq_203_0,512,1024
207,resto_columnas.csv,lag1_freq_203_0,1024,1024
207,resto_columnas.csv,lag1_freq_203_0,1455,1024
208,resto_columnas.csv,lag1_freq_213_0,0,1024
208,resto_columnas.csv,lag1_freq_213_0,512,1024
208,resto_columnas.csv,lag1_freq_213_0,1024,1024
208,resto_columnas.csv,lag1_freq_213_0,1455,1024
209,resto_columnas.csv,lag1_freq_223_0,0,1024
209,resto_columnas.csv,lag1_freq_223_0,512,1024
209,resto_columnas.csv,lag1_freq_223_0,1024,1024
209,resto_columnas.csv,lag1_freq_223_0,1455,1024
210,resto_columnas.csv,lag1_freq_233_0,0,1024
210,resto_columnas.csv,lag1_freq_233_0,512,1024
210,resto_columnas.csv,lag1_freq_233_0,1024,1024
210,resto_columnas.csv,lag1_freq_233_0,1455,1024
211,resto_columnas.csv,lag1_freq_243_0,0,1024
211,resto_columnas.csv,lag1_freq_243_0,512,1024
211,resto_columnas.csv,lag1_freq_243_0,1024,1024
211,resto_columnas.csv,lag1_freq_243_0,1455,1024
212,resto_columnas.csv,lag1_freq_253_0,0,1024
212,resto_columnas.csv,lag1_freq_253_0,512,1024
212,resto_columnas.csv,lag1_freq_253_0,1024,1024
212,resto_columnas.csv,lag1_freq_253_0,1455,1024
213,resto_columnas.csv,lag1_freq_264_0,0,1024
213,resto_columnas.csv,lag1_freq_264_0,512,1024
213,resto_columnas.csv,lag1_freq_264_0,1024,1024
213,resto_columnas.csv,lag1_freq_264_0,1455,1024
214,resto_columnas.csv,lag1_freq_274_0,0,1024
214,resto_columnas.csv,lag1_freq_274_0,512,1024
214,resto_columnas.csv,lag1_freq_274_0,1024,1024
214,resto_columnas.csv,lag1_freq_274_0,1455,1024
215,resto_columnas.csv,lag1_freq_284_0,0,1024
215,resto_columnas.csv,lag1_freq_284_0,512,1024
215,resto_columnas.csv,lag1_freq_284_0,1024,1024
215,resto_columnas.csv,lag1_freq_284_0,1455,1024
216,resto_columnas.csv,lag1_freq_294_0,0,1024
216,resto_columnas.csv,lag1_freq_294_0,512,1024
216,resto_columnas.csv,lag1_freq_294_0,1024,1024
216,resto_columnas.csv,lag1_freq_294_0,1455,1024
217,resto_columnas.csv,lag1_freq_304_0,0,1024
217,resto_columnas.csv,lag1_freq_304_0,512,1024
217,resto_columnas.csv,lag1_freq_304_0,1024,1024
217,resto_columnas.csv,lag1_freq_304_0,1455,1024
218,resto_columnas.csv,lag1_freq_314_0,0,1024
218,resto_columnas.csv,lag1_freq_314_0,512,1024
218,resto_columnas.csv,lag1_freq_314_0,1024,1024
218,resto_columnas.csv,lag1_freq_314_0,1455,1024
219,resto_columnas.csv,lag1_freq_324_0,0,1024
219,resto_columnas.csv,lag1_freq_324_0,512,1024
219,resto_columnas.csv,lag1_freq_324_0,1024,1024
219,resto_columnas.csv,lag1_freq_324_0,1455,1024
220,resto_columnas.csv,lag1_freq_334_0,0,1024
220,resto_columnas.csv,lag1_freq_334_0,512,1024
220,resto_columnas.csv,lag1_freq_334_0,1024,1024
220,resto_columnas.csv,lag1_freq_334_0,1455,1024
221,resto_columnas.csv,lag1_freq_345_0,0,1024
221,resto_columnas.csv,lag1_freq_345_0,512,1024
221,resto_columnas.csv,lag1_freq_345_0,1024,1024
221,resto_columnas.csv,lag1_freq_345_0,1455,1024
222,resto_columnas.csv,lag1_freq_355_0,0,1024
222,resto_columnas.csv,lag1_freq_355_0,512,1024
222,resto_columnas.csv,lag1_freq_355_0,1024,1024
222,resto_columnas.csv,lag1_freq_355_0,1455,1024
223,resto_columnas.csv,lag1_freq_365_0,0,1024
223,resto_columnas.csv,lag1_freq_365_0,512,1024
223,resto_columnas.csv,lag1_freq_365_0,1024,1024
223,resto_columnas.csv,lag1_freq_365_0,1455,1024
224,resto_columnas.csv,lag1_freq_375_0,0,1024
224,resto_columnas.csv,lag1_freq_375_0,512,1024
224,resto_columnas.csv,lag1_freq_375_0,1024,1024
224,resto_columnas.csv,lag1_freq_375_0,1455,1024
225,resto_columnas.csv,lag1_freq_385_0,0,1024
225,resto_columnas.csv,lag1_freq_385_0,512,1024
225,resto_columnas.csv,lag1_freq_385_0,1024,1024
225,resto_columnas.csv,lag1_freq_385_0,1455,1024
226,resto_columnas.csv,lag1_freq_395_0,0,1024
226,resto_columnas.csv,lag1_freq_395_0,512,1024
226,resto_columnas.csv,lag1_freq_395_0,1024,1024
226,resto_columnas.csv,lag1_freq_395_0,1455,1024
227,resto_columnas.csv,lag1_freq_405_0,0,1024
227,resto_columnas.csv,lag1_freq_405_0,512,1024
227,resto_columnas.csv,lag1_freq_405_0,1024,1024
227,resto_columnas.csv,lag1_freq_405_0,1455,1024
228,resto_columnas.csv,lag1_freq_416_0,0,1024
228,resto_columnas.csv,lag1_freq_416_0,512,1024
228,resto_columnas.csv,lag1_freq_416_0,1024,1024
228,resto_columnas.csv,lag1_freq_416_0,1455,1024
229,resto_columnas.csv,lag1_freq_426_0,0,1024
229,resto_columnas.csv,lag1_freq_426_0,512,1024
229,resto_columnas.csv,lag1_freq_426_0,1024,1024
229,resto_columnas.csv,lag1_freq_426_0,1455,1024
230,resto_columnas.csv,lag1_freq_436_0,0,1024
230,resto_columnas.csv,lag1_freq_436_0,512,1024
230,resto_columnas.csv,lag1_freq_436_0,1024,1024
230,resto_columnas.csv,lag1_freq_436_0,1455,1024
231,resto_columnas.csv,lag1_freq_446_0,0,1024
231,resto_columnas.csv,lag1_freq_446_0,512,1024
